Judul,APBD Kab Bantul 2015,,
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"91,800,000","Pendapatan Asli Daerah (P A D)
Belanja makan dan minum Pelaksanaan Kegiatan
Belanja makan dan minum pendukung WKSBM250 ok x 20.000^00 = 5.000.000^00
Belanja snack minum kegiatan Temu Mitra Orsos Nasional1^000 dos x 8.500^00 = 8.500.000^00
Belanja makan minum Temu Mitra Orsos Nasional1^000 dos x 20.000^00 = 20.000.000^00
Belanja makan dan minum Evaluasi Tk Provinsi175 ok x 20.000^00 = 3.500.000^00
Belanja makan dan minum Evaluasi Tk Nasional250 ok x 20.000^00 = 5.000.000^00
Belanja makan dan minum keg PHBN650 ok x 20.000^00 = 13.000.000^00
Belanja makan dan minum keg Pembinaan Orsos510 ok x 20.000^00 = 10.200.000^00
Belanja makan dan minum keg Pembinaan PSM510 ok x 20.000^00 = 10.200.000^00
Belanja makan dan minum keg Pembinaan TKSK340 ok x 20.000^00 = 6.800.000^00
Belanjua makan dan minum keg Pemilihan Orsos Berprestasi160 ok x 20.000^00 = 3.200.000^00
Belanja makan dan minum keg Pemilihan  PSM Berprestasi160 ok x 20.000^00 = 3.200.000^00
Belanja makan dan minum keg Pemilihan TKSK Berprestasi160 ok x 20.000^00 = 3.200.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,"7,500,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 14 . 03 ,Belanja Pakaian Batik Tradisional ,"7,500,000",Belanja seragam panitia Temu Mitra Orsos Nasional50 buah x 150.000^00 = 7.500.000^00
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"28,380,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"10,680,000","Pendapatan Asli Daerah (P A D)
Perjalanan Dinas Dalam Daerah Monitoring Orsos
Gol III 20 ok x 40.000^00 = 800.000^00
Gol II 26 ok x 30.000^00 = 780.000^00
Gol IV 15 ok x 50.000^00 = 750.000^00
Perjalanan Dinas Dalam Daerah Monitoring PSM
Gol II 25 ok x 30.000^00 = 750.000^00
Gol IV 15 ok x 50.000^00 = 750.000^00
Gol III 20 ok x 40.000^00 = 800.000^00
Perjalanan Dinas Dalam Daerah MonitoringTKSK
Gol II 25 ok x 30.000^00 = 750.000^00
Gol IV 15 ok x 50.000^00 = 750.000^00
Gol III 27 ok x 40.000^00 = 1.080.000^00
Belanja Perjalanan Dinas Dalam Provinsi
Gol II 22 ok x 50.000^00 = 1.100.000^00
Gol IV 15 ok x 70.000^00 = 1.050.000^00
Gol III 22 ok x 60.000^00 = 1.320.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"17,700,000","Pendapatan Asli Daerah (P A D)
Belanja Perjalanan Dinas Luar Daerah
Transport Gol IV1 ok x 2.700.000^00 = 2.700.000^00
Lumpsum Gol IV 2 x 2 hari2 hr x 1.700.000^00 = 3.400.000^00
Transport Gol III2 ok x 2.700.000^00 = 5.400.000^00
Lumpsum Gol III 2 x 2 hari4 hr x 1.550.000^00 = 6.200.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"80,400,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"9,000,000","Pendapatan Asli Daerah (P A D)Honor Narasumber Kegiatan
Pembinaan Orsos17 jpl x 200.000^00 = 3.400.000^00
Pembinaan PSM17 jpl x 200.000^00 = 3.400.000^00
Pembinaan TKSK11 orang x 200.000^00 = 2.200.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,"20,400,000","Pendapatan Asli Daerah (P A D)
Honor Peserta PembinaanTransport peserta pembinaan1^020 orang x 20.000^00 = 20.400.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 35 . 09 ,Jasa Petugas Lapangan ,"51,000,000","Pendapatan Asli Daerah (P A D)
Honor Tenaga Kesejahteraan Sosial KecamatanHonor TKSK204 ob x 250.000^00 = 51.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 37 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"12,000,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 37 . 01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"12,000,000","Pendapatan Asli Daerah (P A D)
PSMJuara I 1 ok x 1.500.000^00 = 1.500.000^00
Juara II 1 ok x 1.000.000^00 = 1.000.000^00
Juara III 1 ok x 750.000^00 = 750.000^00O
rsosJuara III 1 ok x 1.000.000^00 = 1.000.000^00
Juara I 1 ok x 2.500.000^00 = 2.500.000^00
Juara II 1 ok x 2.000.000^00 = 2.000.000^00
TKSKJuara III 1 ok x 750.000^00 = 750.000^00
Juara I 1 ok x 1.500.000^00 = 1.500.000^00
Juara II 1 ok x 1.000.000^00 = 1.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 38 ,Belanja Jasa Pentas/Pertunjukan ,"15,000,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 38 . 01 ,Belanja Jasa Pentas/Pertunjukan ,"15,000,000",Belanja jasa kesenian1 paket x 15.000.000^00 = 15.000.000^00
1.13 . 1.13.01 . 21 . 19 ,Peningkatan Kualitas Kesetiakawanan sosial nasional ,"65,199,950","Sumber Dana : Pendapatan Asli Daerah (P A D)
Lokasi Kegiatan : Kab. Bantul
Keluaran :  Terlaksananya kegiatan HKSN Tingkat Kabupaten Bantul
Target:  1.300 orang"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 1 ,Belanja Pegawai ,"7,265,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"2,465,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"2,465,000","Pendapatan Asli Daerah (P A D)
Honor Panitia Pelaksana Kegiatan
Anggota17 ob x 120.000^00 = 2.040.000^00
Pengarah1 ob x 155.000^00 = 155.000^00
Ketua1 ob x 140.000^00 = 140.000^00
Sekretaris1 ob x 130.000^00 = 130.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"4,800,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 1 . 02 . 06 ,Honorarium Petugas Pendamping Kegiatan ,"4,800,000","Pendapatan Asli Daerah (P A D)
Honorarium Penyelenggara Kegiatan
Honor MC4 ok x 75.000^00 = 300.000^00
Honor Petugas Kebersihan20 ok x 25.000^00 = 500.000^00
Honor Keamanan40 ok x 30.000^00 = 1.200.000^00
Honor Panitia Penyelenggara20 ok x 120.000^00 = 2.400.000^00
Honor Petugas Doa2 ok x 200.000^00 = 400.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"57,934,950",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,800,
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,800,"Pendapatan Asli Daerah (P A D)
Alat Tulis KantorATK1 LS x 800.000^00 = 800.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,"2,200,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,700,"Pendapatan Asli Daerah (P A D)
Dekorasi1 LS x 700.000^00 = 700.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,"1,500,000","Pendapatan Asli Daerah (P A D)
Belanja PublikasiPembuatan Spanduk3 buah x 500.000^00 = 1.500.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1,884,950",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,500,"Pendapatan Asli Daerah (P A D)
Belanja CetakCetak Kartu Doorprize50 bendel x 10.000^00 = 500.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,384,950","Pendapatan Asli Daerah (P A D)
Belanja Penggandaan/FotocopyFoto copy9^233 Lbr x 150^00 = 1.384.950^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"6,000,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,"2,000,000","Pendapatan Asli Daerah (P A D)
Belanja Sewa Meja KursiSewa Meja Kursi1 paket x 2.000.000^00 = 2.000.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,"2,500,000","Pendapatan Asli Daerah (P A D)
Belanja Sewa TendaSewa Tenda5 buah x 500.000^00 = 2.500.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,"1,500,000","Pendapatan Asli Daerah (P A D)
Sewa Soundsystem1 LS x 1.500.000^00 = 1.500.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"27,900,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,850,"Pendapatan Asli Daerah (P A D)
Belanja makan dan minum rapatMakan dan minum rapat100 dos x 8.500^00 = 850.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"27,050,000","Pendapatan Asli Daerah (P A D)
Makan minum kegiatanSnack minum kegiatan1^300 dos x 8.500^00 = 11.050.000^00800 dos x 20.000^00 = 16.000.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,"6,000,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 14 . 03 ,Belanja Pakaian Batik Tradisional ,"6,000,000","Pendapatan Asli Daerah (P A D)
Belanja Pakaian Batik TradisionalSeragam Panitia HKSN40 buah x 150.000^00 = 6.000.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,"8,500,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,"8,500,000","Pendapatan Asli Daerah (P A D)
Belanja barang yang akan diserahkan pada masyarakatHadiah untuk peserta gerak jalan santai1 paket x 8.500.000^00 = 8.500.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"1,650,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"1,650,000","Pendapatan Asli Daerah (P A D)
Honorarium Narasumber HKSN6 jpl x 250.000^00 = 1.500.000^00
Honorarium Moderator HKSN1 ok x 150.000^00 = 150.000^00"
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 38 ,Belanja Jasa Pentas/Pertunjukan ,"3,000,000",
1.13 . 1.13.01 . 21 . 19 . 5 . 2 . 2 . 38 . 01 ,Belanja Jasa Pentas/Pertunjukan ,"3,000,000","Pendapatan Asli Daerah (P A D)
Belanja Sewa Alat KesenianSewa Elektone1 paket x 3.000.000^00 = 3.000.000^00"
1.06 . 1.13.01 . 21 ,Program perencanaan pembangunan daerah ,"9,442,000",
1.06 . 1.13.01 . 21 . 32 ,Penyusunan Rencana Strategis (Renstra) SKPD ,"4,721,000","Sumber Dana :
 Lokasi Kegiatan : Kab. Bantul
Keluaran :  Tersusunnya Renstra SKPD
Target:  1 Dokumen"
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 1 ,Belanja Pegawai ,"1,470,000",
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"1,470,000",
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"1,470,000","Honor Tim Penyusunan Renstra SKPD
Anggota7 ok x 140.000^00 = 980.000^00
Penanggungjawab1 ok x 180.000^00 = 180.000^00
Ketua1 ok x 160.000^00 = 160.000^00
Sekretaris1 ok x 150.000^00 = 150.000^00"
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"3,251,000",
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"1,161,000",
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"1,161,000",Belanja Alat Tulis Kantor1 ls x 1.161.000^00 = 1.161.000^00
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1,350,000",
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,350,000",Belanja Penggandaan9^000 lbr x 150^00 = 1.350.000^00
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,740,
1.06 . 1.13.01 . 21 . 32 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,740,"Belanja Makanan dan Minuman Rapat
Jamuan snack40 ok x 8.500^00 = 340.000^00
Jamuan makan20 ok x 20.000^00 = 400.000^00"
1.06 . 1.13.01 . 21 . 33 ,Penyusunan Rencana Kerja (Renja) SKPD ,"4,721,000","Sumber Dana :
 Lokasi Kegiatan : Kab. Bantul
Keluaran :  Tersusunnya Rencana Kerja SKPD
Target:  1 Dokumen"
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 1 ,Belanja Pegawai ,"1,470,000",
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"1,470,000",
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"1,470,000","Honor Tim Penyusunan Renja SKPD
Anggota7 ok x 140.000^00 = 980.000^00
Penanggungjawab1 ok x 180.000^00 = 180.000^00
Ketua1 ok x 160.000^00 = 160.000^00
Sekretaris1 ok x 150.000^00 = 150.000^00"
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"3,251,000",
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"1,161,000",
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"1,161,000",Belanja Alat Tulis Kantor1 ls x 1.161.000^00 = 1.161.000^00
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1,350,000",
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,350,000",Belanja penggandaan9^000 lbr x 150^00 = 1.350.000^00
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,740,
1.06 . 1.13.01 . 21 . 33 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,740,"Belanja makanan dan minuman rapat
Jamuan snack40 ok x 8.500^00 = 340.000^00
Jamuan makan20 ok x 20.000^00 = 400.000^00"
1.19 . 1.13.01 . 22 ,Program pencegahan dini dan penanggulangan korban bencana alam ,"49,884,900",
1.19 . 1.13.01 . 22 . 13 ,Fasilitasi pemantauan dan penyaluran bantuan bencana alam ,"49,884,900","Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya fasilitasi^ pemantauan & penyaluran bantuan bencana
Target:  100 KK"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 1 ,Belanja Pegawai ,480,
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 1 . 01 ,Honorarium PNS ,480,
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,480,"Honorarium Panitia Pelaksana Kegiatan Pelatihan Penguatan Tagana
 Ketua1 oh x 80.000^00 = 80.000^00
Sekretaris1 oh x 75.000^00 = 75.000^00
Anggota5 oh x 65.000^00 = 325.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"34,404,900",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"1,500,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"1,500,000","Belanja Alat Tulis Kantor
Belanja ATK kegiatan1 ls x 750.000^00 = 750.000^00
Belanja ATK Peserta Pelatihan50 paket x 15.000^00 = 750.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,150,
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,150,Belanja Dekorasi1 ls x 150.000^00 = 150.000^00
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"699,9",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"699,9",Belanja penggandaan4^666 lbr x 150^00 = 699.900^00
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"7,720,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"5,850,000","Belanja makanan dan minuman rapat
Belanja snack minum100 ok x 8.500^00 = 850.000^00
Belanja makan dan minum200 ok x 25.000^00 = 5.000.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"1,870,000","Belanja makanan dan minuman pelaksanaan kegiatan
Belanja snack minum pelaksanaan kegiatan pelatihan60 ok x 8.500^00 = 510.000^00
Belanja makan minum pelaksanaan kegiatan pelatihan60 ok x 20.000^00 = 1.200.000^00
Belanja makan minum tenaga angkut bufferstock8 ok x 20.000^00 = 160.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,"3,000,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 13 . 01 ,Belanja Pakaian Kerja Lapangan ,"3,000,000",Belanja seragam Tenaga pelopor10 paket x 300.000^00 = 3.000.000^00
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"14,470,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"4,870,000","Belanja Perjalanan Dinas Dalam Daerah Dalam Kabupaten
Gol. IV 8 ok x 50.000^00 = 400.000^00
Gol. III 30 ok x 40.000^00 = 1.200.000^00
Gol. II 80 ok x 30.000^00 = 2.400.000^00
Belanja perjalanan dinas dalam daerah dalam Provinsi
Gol. IV 2 ok x 70.000^00 = 140.000^00
Gol. III 8 ok x 60.000^00 = 480.000^00
Gol. II 5 ok x 50.000^00 = 250.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"9,600,000","Belanja Perjalanan Dinas Luar DaerahTranspot pp 
Gol. II 2 ok x 3.000.000^00 = 6.000.000^00
Lumpsum Gol. II 6 oh x 600.000^00 = 3.600.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"6,865,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"1,275,000","Honorarium Narasumber
Honorarium Narasumber pelatihan penguatan Tagana6 jpl x 200.000^00 = 1.200.000^00
Honorarium Moderator1 ok x 75.000^00 = 75.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,"1,740,000","Honorarium peserta
Uang saku peserta50 oh x 30.000^00 = 1.500.000^00
Upah tenaga8 oh x 30.000^00 = 240.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 2 . 35 . 09 ,Jasa Petugas Lapangan ,"3,850,000","Honor pelaksana teknis bantuan bencana
Honor pelaksana teknis5 org x 11 bulan55 ob x 70.000^00 = 3.850.000^00"
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 3 ,Belanja Modal ,"15,000,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 3 . 27 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,"15,000,000",
1.19 . 1.13.01 . 22 . 13 . 5 . 2 . 3 . 27 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,"15,000,000","Belanja Modal Pengadaan rak gudang buffer stock
Pengadaan rak gudang buffer stock3 unit x 5.000.000^00 = 15.000.000^00"
1.02 . 1.13.01 . 28 ,Program kemitraan peningkatan pelayanan kesehatan ,"695,514,450",
1.02 . 1.13.01 . 28 . 01 ,Kemitraan asuransi kesehatan masyarakat ,"695,514,450","Sumber Dana : 
Lokasi Kegiatan : Kab. Bantul
Keluaran :  Tersajinya data peserta PBI JKN / jamkesmas yang valid melalui kegiatan validasi dan verifikasi"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,"52,120,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"50,930,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"50,930,000","Honorarium Tim Koordinasi Kabupaten
Ketua2 ob x 160.000^00 = 320.000^00
Sekretaris2 ob x 150.000^00 = 300.000^00
Anggota34 ob x 140.000^00 = 4.760.000^00
Pembina2 ob x 200.000^00 = 400.000^00
Wakil Pembina2 ob x 190.000^00 = 380.000^00
Pengarah2 ob x 180.000^00 = 360.000^00
Honorarium Petugas Pelaksana ValidasiCamat34 ob x 150.000^00 = 5.100.000^00
Kasie Kemasyarakatan34 ob x 150.000^00 = 5.100.000^00
TKPK Kecamatan34 ob x 150.000^00 = 5.100.000^00
Honorarium Panitia Bintek petugas entry data
Honor panitia bintek petugas entry data5 ok x 70.000^00 = 350.000^00
Honorarium kegiatan Sosialisasi Validasi Data17 keg x 4 org x Rp 70.00068 ok x 70.000^00 = 4.760.000^00
Honorarium petugas pelayanan rekomendasi jamkes
Honor petugas pelayanan rekomendasi jamkes240 ob x 100.000^00 = 24.000.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"1,190,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 1 . 02 . 06 ,Honorarium Petugas Pendamping Kegiatan ,"1,190,000","Honor penyelenggara kegiatan
Kegiatan sosialisasi validasi data17 ok x 70.000^00 = 1.190.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"635,894,450",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"4,534,050",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"4,534,050",Belanja ATK1 ls x 4.534.050^00 = 4.534.050^00
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"40,499,900",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,"38,000,000","Belanja cetak
Belanja cetak blangko validasi1 ls x 38.000.000^00 = 38.000.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"2,499,900",Belanja penggandaan16^666 lbr x 150^00 = 2.499.900^00
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"103,550,500",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"1,700,000","Belanja makananan dan minuman rapat
Belanja snack & minum rapat200 ok x 8.500^00 = 1.700.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"101,850,500","Belanja makanan dan minuman pelaksanaan kegiatan
Belanja makan minum kegiatan musdes4^500 ok x 20.000^00 = 90.000.000^00
Belanja makan minum kegiatan bintek petugas entry60 ok x 20.000^00 = 1.200.000^00
Belanja makan minum kegiatan sosialisasi validasi1^253 ok x 8.500^00 = 10.650.500^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"12,860,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"2,060,000","Belanja perjalanan dinas dalam daerah (Kab)
Gol. IV 8 ok x 50.000^00 = 400.000^00
Gol. III 34 ok x 40.000^00 = 1.360.000^00
Gol. II 10 ok x 30.000^00 = 300.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"10,800,000","Belanja perjalanan dinas luar daerah
Transport pp2 ok x 2.000.000^00 = 4.000.000^00
Lumpsum4 oh x 1.700.000^00 = 6.800.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"423,450,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"12,000,000","Honorarium nara sumber
Bintek petugas entry data12 jpl x 150.000^00 = 1.800.000^00
Sosialisasi verifikasi & validasi data68 jpl x 150.000^00 = 10.200.000^00"
