Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,
Daerah,Kabupaten Bantul,,,,,,,,,,,,,,,
Tahun,2014,,,,,,,,,,,,,,,
Kode Organisasi,1.11.01,,,,,,,,,,,,,,,
Organisasi,Badan Kesejahteraan Keluarga Pemberdayaan Perempuan dan Keluarga Berencana,,,,,,,,,,,,,,,
Kolom,7,,,,,,,,,,,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.1 ,Belanja Pegawai ,5625000.00,5625000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.1.01 ,Honorarium PNS ,5625000.00,5625000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,5625000.00,5625000.00,0.00,0,"Pembina1 or x 200.000,00 = 200.000,00
Pengarah1 or x 175.000,00 = 175.000,00
Ketua umum1 or x 160.000,00 = 160.000,00
Ketua1 or x 150.000,00 = 150.000,00
Sekretaris1 or x 140.000,00 = 140.000,00
Anggota40 or x 120.000,00 = 4.800.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2 ,Belanja Barang dan Jasa ,73045000.00,73045000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,497000.00,497000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,452000.00,452000.00,0.00,0,"Belanja Alat Tulis Kantor
ATK Kegiatan1 pkt x 452.000,00 = 452.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",45000.00,45000.00,0.00,0,"Belanja meterai perangko dan benda pos lainnya
Meterai Rp. 3.0005 bh x 3.000,00 = 15.000,00
Meterai Rp. 6.0005 bh x 6.000,00 = 30.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.03 ,Belanja Jasa Kantor ,150000.00,150000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.03.13 ,Belanja Dokumentasi ,150000.00,150000.00,0.00,0,"belanja dokumentasi1 pkt x 150.000,00 = 150.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,200000.00,3200000.00,3000000.00, 1.500.00 ,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.06.01 ,Belanja Cetak ,0.00,3000000.00,3000000.00,0,"Belanja Cetak Leaflet
Cetak Leaflet 2000 lbr2,000 lbr x 1.500,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,200000.00,200000.00,0.00,0,"Foto copy1 pkt x 200.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3648000.00,3648000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3648000.00,3648000.00,0.00,0,"Belanja makanan dan minuman rapat
belanja minum 12bln x 3 dos36 dos x 18.000,00 = 648.000,00
Belanja makan rapat studi kasus 10 org x 30 kasus x 17500300 or x 10.000,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.15 ,Belanja Perjalanan Dinas ,0.00,1400000.00,1400000.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,0.00,600000.00,600.00,0,"Belanja Perjalanan Dinas Dalam Daerah
Perjalanan Dinas Dalam Daerah untuk Pendataan Kasus20 oh x 30.000,00 = 600.000,00
Perjalanan Dinas Dalam Daerah16 oh x 0,00 = 0,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,0.00,800000.00,800.00,0,"Belanja Perjalanan DinasPerjalanan Dinas Luar Daerah20 oh x 0,00 = 0,00
Perjalanan Dinas Luar Daerah untuk pelaporan data ke DIY16 oh x 50.000,00 = 800.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,68550000.00,64150000.00,-4400000.00,-6.42,,,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,13500000.00,13500000.00,0.00,0,"Honor tenaga ahli
Pendamping hukum 10 kasus10 kss x 500.000,00 = 5.000.000,00
Pendamping Kesehatan 10 kasus10 kss x 300.000,00 = 3.000.000,00
Pendamping Psikologi 10 kasus10 kss x 300.000,00 = 3.000.000,00
Pendamping Sosial 10 kasus10 kss x 250.000,00 = 2.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.34.03 ,Honorarium Petugas Entry Data dan Digital SIG ,2250000.00,2250000.00,0.00,0,"Petugas Entry Data SPMPetugas Entry data 3 x 5or15 or x 150.000,00 = 2.250.000,00",,,,,,,,,,
1.11 . 1.11.01 . 17.08 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,52800000.00,48400000.00,-4400000.00,-8.33,"Petugas pengaduan
Petugas Pengaduan 12 bln x 2 or22 or x 1.100.000,00 = 24.200.000,00
Petugas kebersihan11 or x 1.100.000,00 = 12.100.000,00
Penjaga malam11 or x 1.100.000,00 = 12.100.000,00",,,,,,,,,,
1.25 . 1.11.01 . 18 ,Program Kerjasama Informasi Dengan Mas Media ,7500000.00,7500000.00,0.00,0,,,,,,,,,,,
1.25 . 1.11.01 . 18.04 ,Sosialisasi Program Kegiatan SKPD melalui Media Massa ,7500000.00,7500000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.25 . 1.11.01 . 18.04 . 5.2.2 ,Belanja Barang dan Jasa ,7500000.00,7500000.00,0.00,0,,,,,,,,,,,
1.25 . 1.11.01 . 18.04 . 5.2.2.03 ,Belanja Jasa Kantor ,6000000.00,6000000.00,0.00,0,,,,,,,,,,,
1.25 . 1.11.01 . 18.04 . 5.2.2.03.15 ,Belanja Publikasi ,6000000.00,6000000.00,0.00,0,"Belanja Publikasi Siaran Lewat Media Massa
Media Radio Penyuiaran15 frek x 400.000,00 = 6.000.000,00",,,,,,,,,,
1.25 . 1.11.01 . 18.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,1500000.00,1500000.00,0.00,0,,,,,,,,,,,
1.25 . 1.11.01 . 18.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,1500000.00,1500000.00,0.00,0,"Honorarium Narasumber
Honorarium Narsumber15 frek x 100.000,00 = 1.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18 ,Program Peningkatan Peran Serta dan Kesetaraan Jender Dalam Pembangunan,120500000.00,120500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 ,Kegiatan Bimbingan Manajemen Usah Abagi Perempuan Dalam Mengelola Usaha ,30000000.00,30000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2 ,Belanja Barang dan Jasa ,30000000.00,30000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2940000.00,2940000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2832000.00,2832000.00,0.00,0,"Belanja Alat Tulis Kantor
ATK kegiatan6 pkt x 97.000,00 = 582.000,00
ATK peserta150 orang x 15.000,00 = 2.250.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",108000.00,108000.00,0.00,0,"Belanja perangko, materai dan benda pos
Belanja materai 12x300012 lb x 3.000,00 = 36.000,00
Belanja materai 12 x 600012 lb x 6.000,00 = 72.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.03 ,Belanja Jasa Kantor ,1200000.00,1200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.03.13 ,Belanja Dokumentasi ,600000.00,600000.00,0.00,0,"Belanja dokumentasi
dokumentasi6 pkt x 100.000,00 = 600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.03.14 ,Belanja Dekorasi ,600000.00,600000.00,0.00,0,"Belanja dekorasi
Dekorasi6 pt x 100.000,00 = 600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,450000.00,450000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,450000.00,450000.00,0.00,0,"Belanja penggandaan
foto copy materi bimbingan6 pt x 75.000,00 = 450.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4950000.00,4950000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,4950000.00,4950000.00,0.00,0,"Belanja makan minum kegiatan
snak dan minuman 6 x 30org180 or x 10.000,00 = 1.800.000,00
belanja makan 6 x 30org180 or x 17.500,00 = 3.150.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1560000.00,1560000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1560000.00,1560000.00,0.00,0,"Belanja perjalanan dinas kabupaten ke kecamatan / desa
Golongan IV 6x2 or x 5000012 or x 50.000,00 = 600.000,00
Golongan III 6 x 4 org x 4000024 or x 40.000,00 = 960.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,18900000.00,18900000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,14400000.00,14400000.00,0.00,0,"Narasumber
Narasumber 6 hr x 4 or x 2 jpl48 jpl x 300.000,00 = 14.400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4500000.00,4500000.00,0.00,0,"Honor harian peserta
Honor peserta 6 x 25 orang150 orang x 30.000,00 = 4.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 ,Fasilitasi Kegiatan Pemberdayaan Perempuan dan Anak ,36500000.00,36500000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2 ,Belanja Barang dan Jasa ,36500000.00,36500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,600000.00,600000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,285000.00,285000.00,0.00,0,"Belanja ATK
ATK Kegiatan1 pkt x 285.000,00 = 285.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",315000.00,315000.00,0.00,0,"Belanja perangko, materai dan benda pos
belanja materai (35 x 3000)35 bh x 3.000,00 = 105.000,00
Belanja Materai (35 x 6000)35 bh x 6.000,00 = 210.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.03 ,Belanja Jasa Kantor ,400000.00,400000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.03.13 ,Belanja Dokumentasi ,200000.00,200000.00,0.00,0,"Belanja Dokumentasi
Dokumentasi2 pkt x 100.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.03.14 ,Belanja Dekorasi ,200000.00,200000.00,0.00,0,"Belanja Dekorasi
Dekorasi2 pkt x 100.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,150000.00,150000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,150000.00,150000.00,0.00,0,"Belanja penggandaan foto copy materifoto copy materi1 pkt x 150.000,00 = 150.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,33150000.00,33150000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,650000.00,650000.00,0.00,0,"Snack minum rapat APE
Snack minum rapat 2x10or20 or x 10.000,00 = 200.000,00
Snack minum rapat KSIMakan dan minum 2 x 15or x Rp. 15.00030 orang x 15.000,00 = 450.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,32500000.00,32500000.00,0.00,0,"Makan minum kegiatan KSImakan200 or x 17.000,00 = 3.400.000,00
minum dan snack200 or x 8.000,00 = 1.600.000,00
Makan minum kegiatan PP di Kecamatanmakan 2x17kecx25850 or x 17.500,00 = 14.875.000,00
snack minum 2x17kecx25850 or x 10.000,00 = 8.500.000,00
Makan minum kegiatan APEMakan150 orang x 17.500,00 = 2.625.000,00
Snack dan minum150 orang x 10.000,00 = 1.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2200000.00,2200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.09 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2200000.00,2200000.00,0.00,0,"Perjalanan dinas dalam daerah (kab ke kec)
Gol IV : 5x4or20 orang x 50.000,00 = 1.000.000,00
Gol III: 5x6or30 orang x 40.000,00 = 1.200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 ,Fasilitasi Hak Partisipasi Anak ,24000000.00,24000000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2 ,Belanja Barang dan Jasa ,24000000.00,24000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,690000.00,690000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,600000.00,600000.00,0.00,0,"Belanja ATK
ATK Kegiatan3 pkt x 200.000,00 = 600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"Belanja perangko, materai dan benda pos
belanja materai (10 x 3000)10 bh x 3.000,00 = 30.000,00
Belanja Materai (10 x 6000)10 bh x 6.000,00 = 60.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.03 ,Belanja Jasa Kantor ,600000.00,600000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.03.13 ,Belanja Dokumentasi ,300000.00,300000.00,0.00,0,"Belanja Dokumentasi
Dokumentasi3 pkt x 100.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.03.14 ,Belanja Dekorasi ,300000.00,300000.00,0.00,0,"Belanja Dekorasi
Dekorasi3 pkt x 100.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,660000.00,660000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,660000.00,660000.00,0.00,0,"Belanja penggandaan foto copyfoto copy3 pkt x 220.000,00 = 660.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,4000000.00,4000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.07.05 ,Belanja Sewa Kamar Hotel/Penginapan ,4000000.00,4000000.00,0.00,0,"Sewa kamar penginapan
Sewa kamar penginapan 2hr x 25 orang50 kamar x 80.000,00 = 4.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,11550000.00,11550000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,300000.00,300000.00,0.00,0,"Snack minum rapat
snack minum 2x1530 orang x 10.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,11250000.00,11250000.00,0.00,0,"Makan minum kegiatan HANmakan150 or x 17.500,00 = 2.625.000,00
snack minum150 or x 10.000,00 = 1.500.000,00
Makan minum Kongres Anakmakan150 or x 17.500,00 = 2.625.000,00
snack minum150 or x 10.000,00 = 1.500.000,00
Makan minum kegiatan pelatihanmakan 4x 25 org100 orang x 17.500,00 = 1.750.000,00
snack dan minum 5 x 25 orang125 orang x 10.000,00 = 1.250.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2000000.00,2000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,2000000.00,2000000.00,0.00,0,"perjalanan dinas luar daerah
duta anak tk propinsi 10 or x Rp.5000010 orang x 50.000,00 = 500.000,00
duta anak ke pusat3 or x 500.000,00 = 1.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,4500000.00,4500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3500000.00,3500000.00,0.00,0,"Honorarium narasumber
Honor narasumber14 jpl x 250.000,00 = 3.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.10 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,1000000.00,1000000.00,0.00,0,"Honor peserta
Honor harian 20 org x 2 hr40 orang x 25.000,00 = 1.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 ,Operasional GOW ,30000000.00,30000000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2 ,Belanja Barang dan Jasa ,30000000.00,30000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,316000.00,316000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,226000.00,226000.00,0.00,0,"ATK Kegiatan1 pkt x 226.000,00 = 226.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"Perangko, Meterai
Meterai @ Rp. 300010 bh x 3.000,00 = 30.000,00
Meterai @ Rp. 600010 lb x 6.000,00 = 60.000,00
Perangko MeteraiMeterai6 bh x 0,00 = 0,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.03 ,Belanja Jasa Kantor ,600000.00,600000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.03.13 ,Belanja Dokumentasi ,300000.00,300000.00,0.00,0,"Dokumentasi3 pkt x 100.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.03.14 ,Belanja Dekorasi ,300000.00,300000.00,0.00,0,"Dekorasi3 pkt x 100.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,74000.00,74000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,74000.00,74000.00,0.00,0,"Foto copy1 pkt x 74.000,00 = 74.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,18500000.00,18500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,12150000.00,12150000.00,0.00,0,"makan minum rapat
makan 10 bln x54or540 or x 15.000,00 = 8.100.000,00
snack minum 10 bln x54or540 or x 7.500,00 = 4.050.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,6350000.00,6350000.00,0.00,0,"Makan minum pelatihan
Makan 2x 30org x Rp. 1500060 or x 15.000,00 = 900.000,00
Snack minum 2x 30org x Rp. 750060 or x 7.500,00 = 450.000,00
Makan dan Minum Kegiatan Hari Kartini dan Hari Ibu
Jamuan Makan 2 k x 100 org x Rp 16000200 org x 16.000,00 = 3.200.000,00
Snack dan minum 2 k x 100 org x Rp 9000200 org x 9.000,00 = 1.800.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,10510000.00,10510000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4800000.00,4800000.00,0.00,0,"Narasumber
Narasumber Seminar 2keg x 3 org x 2 jpl12 jpl x 200.000,00 = 2.400.000,00
Moderator
Moderator seminar 2keg x 1 org x 2 jpl12 jpl x 50.000,00 = 600.000,00
Pelatih12 jpl x 150.000,00 = 1.800.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4000000.00,4000000.00,0.00,0,"Honorarium peserta seminar
Honor peserta200 orang x 15.000,00 = 3.000.000,00
Honorarium peserta pelatihan
Honorarium peserta50 orang x 20.000,00 = 1.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 18.11 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,1710000.00,1710000.00,0.00,0,"Ketua1 orang x 160.000,00 = 160.000,00
Sekretaris1 orang x 150.000,00 = 150.000,00
Anggota10 orang x 140.000,00 = 1.400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19 ,Program Penguatan Kelembagaan ,211810000.00,211810000.00,0.00,0,Pengarusutamaan Gender dan Anak,,,,,,,,,,
1.11 . 1.11.01 . 19.01 ,Workshop Peningkatan Peran Perempuan Dalam Pengambilan Keputusan ,18000000.00,18000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2 ,Belanja Barang dan Jasa ,18000000.00,18000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,170000.00,170000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,116000.00,116000.00,0.00,0,"ATK Kegiatan1 pkt x 116.000,00 = 116.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",54000.00,54000.00,0.00,0,"Belanja meterai
Meterai Rp. 30006 bh x 3.000,00 = 18.000,00
Metarai Rp. 6.0006 bh x 6.000,00 = 36.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.03 ,Belanja Jasa Kantor ,400000.00,400000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.03.13 ,Belanja Dokumentasi ,200000.00,200000.00,0.00,0,"Dokumentasi2 pkt x 100.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.03.14 ,Belanja Dekorasi ,200000.00,200000.00,0.00,0,"Dekorasi2 pkt x 100.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,120000.00,120000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,120000.00,120000.00,0.00,0,"Belanja foto copy
Foto copy1 pkt x 120.000,00 = 120.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,9150000.00,9150000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,150000.00,150000.00,0.00,0,"Rapat persiapan Hari kartini dan hari IbuSnack 2 x 5or10 or x 7.500,00 = 75.000,00
Rapat evaluasi Hari kartini dan hari IbuSnack 2 x 5or10 or x 7.500,00 = 75.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,9000000.00,9000000.00,0.00,0,"Workshop Hari kartini dan Hari Ibu
Makan 2 x 100 or200 or x 15.000,00 = 3.000.000,00
Snack dan minum 2 x 100 or200 or x 7.500,00 = 1.500.000,00
Upacara peringatan Hari Kartini dan Hari Ibu
Snack dan minum 2 x 100 or200 or x 7.500,00 = 1.500.000,00
Makan 2 x 100 or200 or x 15.000,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,8160000.00,8160000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3300000.00,3300000.00,0.00,0,"Honorarium Narasumber
Honor Narasumber 2x 6jpl12 jpl x 250.000,00 = 3.000.000,00
Moderator 2x6jpl12 jpl x 25.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.01 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4000000.00,4000000.00,0.00,0,"Honor harian peserta
Honor peserta 2x100 or200 orang x 20.000,00 = 4.000.000,00",,,,,,,,,,
