Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.01 . 1.01.01 . 16.101 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4422500,4422500,0,0,"ATK Kegiatan TP UKS
ATK Lomba UKS Tk. Kab.1 keg x 422.500,00 = 422.500,00
ATK LOmba UKS Tk. DIY1 Keg x 2.000.000,00 = 2.000.000,00
ATK LOmba UKS Tk. Nasional1 Keg x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.02 ,Belanja Bahan/Material ,5200000,5400000,200000,3.85,
1.01 . 1.01.01 . 16.101 . 5.2.2.02.07 ,Belanja Cindera Mata ,5200000,5400000,200000,3.85,"Belanja Souvenir
Belanja souvernir1 set x 4.000.000,00 = 4.000.000,00
Trophy Lomba UKS4 buah x 300.000,00 = 1.200.000,00
Belanja identitas/seremoni panitia50 bh x 4.000,00 = 200.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.03 ,Belanja Jasa Kantor ,2400000,3150000,750000,31.25,
1.01 . 1.01.01 . 16.101 . 5.2.2.03.13 ,Belanja Dokumentasi ,2400000,2400000,0,0,"Dokumentasi Vidio
Dokumentasi Vidio TP UKS Kb1 keg x 1.500.000,00 = 1.500.000,00
Dokumentaso FotoTP UKS Kb1 ls x 300.000,00 = 300.000,00
Dkumentasi Lomba UKS Tk. DIY1 Keg x 300.000,00 = 300.000,00
Dokumentasi Lomba UKS Tk. Nasional1 Keg x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.03.14 ,Belanja Dekorasi ,0,750000,750000,0,"Belanja Dekorasi
Dekorasi Pembuatan Spanduk3 bh x 150.000,00 = 450.000,00
Dekorasi Baground1 bh x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,2052500,2052500,0,0,
1.01 . 1.01.01 . 16.101 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2052500,2052500,0,0,"PenggandaanLomba Tk Nas6,720 lb x 125,00 = 840.000,00
Lomba UKS Tk. DIY7,200 Lembar x 125,00 = 900.000,00
Lomba UKS Tk. Kabupaten2,500 lb x 125,00 = 312.500,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,3000000,3000000,0,0,
1.01 . 1.01.01 . 16.101 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,3000000,3000000,0,0,"Sarana Mobilitas (lomba dan Pembinaan) Tk. Kab.Sewa kendaraan1 ls x 1.200.000,00 = 1.200.000,00
Sarana Mobilitas (lomba dan Pembinaan) Tk. DIYSewa Kendaraan1 ls x 1.200.000,00 = 1.200.000,00
Sarana Mobilitas (lomba dan Pembinaan) Tk. Nas.Sewa Kendaraan1 ls x 600.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,18275000,20900000,2625000,14.36,
1.01 . 1.01.01 . 16.101 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2775000,2775000,0,0,"Makan minum rapat
MMR Koordinasi lomba TP UKS Kb70 dos x 7.500,00 = 525.000,00
MMR Koordinasi Lomba TP UKS Tk. DIY150 dos x 7.500,00 = 1.125.000,00
MMR Koordinasi Lomba TP UKS Tk. Nasional150 dos x 7.500,00 = 1.125.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,15500000,18125000,2625000,16.94,"Makan minum KegiatanLomba UKS Tk. Kab.90 dos x 12.500,00 = 1.125.000,00
Pembinaan UKS Tk. Kab.180 dos x 12.500,00 = 2.250.000,00
Lomba UKS Tk. DIY100 dos x 12.500,00 = 1.250.000,00
Pembinaan UKS Tk. DIY180 dos x 12.500,00 = 2.250.000,00
Lomba UKS Tk. Nasional150 dos x 35.000,00 = 5.250.000,00
Snack dan Minum Tk. Nasional150 dos x 7.500,00 = 1.125.000,00
MMK Pembinaan UKS Tk. Nasional180 dos x 12.500,00 = 2.250.000,00
Makan Minum Gotong Royong150 oh x 17.500,00 = 2.625.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.20 ,Belanja Pemeliharaan ,0,5639408,5639408,0,
1.01 . 1.01.01 . 16.101 . 5.2.2.20.27 ,Belanja pemeliharaan bangunan gedung tempat kerja,0,5639408,5639408,0,"Belanja pemeliharaan bangunan gedung tempat kerja
Pemeliharaan Bangunan Gedung Tempat kerja1 gedung x 5.639.408,00 = 5.639.408,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,0,1600000,1600000,0,
1.01 . 1.01.01 . 16.101 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,0,1600000,1600000,0,"Upah Tenaga
Upah Tenaga Kebersihan40 org x 40.000,00 = 1.600.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,0,56000000,56000000,0,
1.01 . 1.01.01 . 16.101 . 5.2.2.35.01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,0,56000000,56000000,0,"Uang Pembinaan
Uang Pembinaan untuk Sekolah Tk. Kab1 bjj x 20.000.000,00 = 20.000.000,00
Uang Pembinaan untuk Sekolah Tk. DIY1 bjj x 16.000.000,00 = 16.000.000,00
Uang Pembinaan untuk maju ke Tk. Nasional1 bjj x 12.000.000,00 = 12.000.000,00
Uang Pembinaan untuk TP UKS Kecamatan maju ke Tk. Nasional1 bjj x 8.000.000,00 = 8.000.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.3 ,Belanja Modal ,0,5250000,5250000,0,
1.01 . 1.01.01 . 16.101 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,0,3000000,3000000,0,
1.01 . 1.01.01 . 16.101 . 5.2.3.11.65 ,Belanja modal pengadaan papan pengumuman ,0,3000000,3000000,0,"Belanja modal pengadaan papan pengumumanBelanja papan data dinding TP UKS Kec. Bantul10 bh x 300.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.3.15 ,Belanja Modal Pengadaan Penghias Ruangan Rumah Tangga,0,2250000,2250000,0,
1.01 . 1.01.01 . 16.101 . 5.2.3.15.03 ,Belanja Modal Pengadaan gordyn/Vitrage/rell Allmunium,0,2250000,2250000,0,"Belanja Modal pengadaan gordyn
Belanja gordyn1 set x 2.250.000,00 = 2.250.000,00"
1.01 . 1.01.01 . 16.102 ,Peningkatan Imtaq bagi Siswa SD ,518000000,491225000,-26775000,-5.17,"Sumber Dana : 
Lokasi Kegiatan : Kab. Bantul"
1.01 . 1.01.01 . 16.102 . 5.2.1 ,Belanja Pegawai ,2700000,2700000,0,0,
1.01 . 1.01.01 . 16.102 . 5.2.1.01 ,Honorarium PNS ,2700000,2700000,0,0,
1.01 . 1.01.01 . 16.102 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2700000,2700000,0,0,"HR PPK4 ob x 300.000,00 = 1.200.000,00
Hr Tim Terknis Alat Peraga Imtaq1 bjj x 1.500.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 16.102 . 5.2.2 ,Belanja Barang dan Jasa ,3625000,3625000,0,0,
1.01 . 1.01.01 . 16.102 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1775000,1775000,0,0,
1.01 . 1.01.01 . 16.102 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1775000,1775000,0,0,"Belanja ATK1 ls x 1.775.000,00 = 1.775.000,00"
1.01 . 1.01.01 . 16.102 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,625000,625000,0,0,
1.01 . 1.01.01 . 16.102 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,625000,625000,0,0,"PenggandaanBelanja FC5,000 lbr x 125,00 = 625.000,00"
1.01 . 1.01.01 . 16.102 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1225000,1225000,0,0,
1.01 . 1.01.01 . 16.102 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1225000,1225000,0,0,"Belanja makan minum rapat
MMR70 or x 17.500,00 = 1.225.000,00"
1.01 . 1.01.01 . 16.102 . 5.2.3 ,Belanja Modal ,511675000,484900000,-26775000,-5.23,
1.01 . 1.01.01 . 16.102 . 5.2.3.38 ,Belanja Modal Alat Peraga Pendidikan ,511675000,484900000,-26775000,-5.23,
1.01 . 1.01.01 . 16.102 . 5.2.3.38.01 ,Belanja Modal Alat Peraga Pendidikan ,511675000,484900000,-26775000,-5.23,"Belanja Modal Alat Peraga Pendidikan
Belanja Alat Peraga Baca Tulis Al Quran252 set x 1.893.750,00 = 477.225.000,00
HR Tim Pengadaan1 bjj x 2.825.000,00 = 2.825.000,00
HR Tim Penerima Barang1 bjj x 1.700.000,00 = 1.700.000,00
HR Tim Teknis1 bjj x 1.500.000,00 = 1.500.000,00
ATK1 ls x 1.650.000,00 = 1.650.000,00"
1.01 . 1.01.01 . 16.103 ,Sosialisasi dan Pengimbasan Kurikulum Baru SD ,690000000,690000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kab. Bantul"
1.01 . 1.01.01 . 16.103 . 5.2.1 ,Belanja Pegawai ,21050000,26300000,5250000,24.94,
1.01 . 1.01.01 . 16.103 . 5.2.1.01 ,Honorarium PNS ,21050000,24800000,3750000,17.81,
1.01 . 1.01.01 . 16.103 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,21050000,24800000,3750000,17.81,"Panitia Pelaksana Kegiatan
HR Panitia Pelaksana4 bjj x 4.000.000,00 = 16.000.000,00
HR Tim Monitoring1 bjj x 5.050.000,00 = 5.050.000,00
HR Petugas Entri50 oh x 75.000,00 = 3.750.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.1.03 ,Uang Lembur ,0,1500000,1500000,0,
1.01 . 1.01.01 . 16.103 . 5.2.1.03.01 ,Uang Lembur PNS ,0,1500000,1500000,0,"Uang lembur PNS
Uang Lembur100 oh x 15.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2 ,Belanja Barang dan Jasa ,668950000,663700000,-5250000,-0.78,
1.01 . 1.01.01 . 16.103 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,48000000,48000000,0,0,
1.01 . 1.01.01 . 16.103 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,48000000,48000000,0,0,"Belanja Alat Tulis Kantor
ATK Kegiatan4 ankt x 2.000.000,00 = 8.000.000,00
ATK Preserta800 paket x 50.000,00 = 40.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.03 ,Belanja Jasa Kantor ,1200000,1200000,0,0,
1.01 . 1.01.01 . 16.103 . 5.2.2.03.13 ,Belanja Dokumentasi ,1200000,1200000,0,0,"Dokumentasi4 keg x 300.000,00 = 1.200.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,68250000,87900000,19650000,28.79,
1.01 . 1.01.01 . 16.103 . 5.2.2.06.01 ,Belanja Cetak ,2250000,2250000,0,0,"Cetak Piagam900 lbr x 2.500,00 = 2.250.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,66000000,85650000,19650000,29.77,"Penggandaan Buku
Buku Paket 1 dan 2401 paket x 84.800,00 = 34.004.800,00
Buku Paket 4 dan 5401 paket x 106.000,00 = 42.506.000,00
sisa1 ls x 89.200,00 = 89.200,00
Penggandaan KegiatanPenggandaan/foto copy72,400 lbr x 125,00 = 9.050.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,25000000,25000000,0,0,
1.01 . 1.01.01 . 16.103 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,25000000,25000000,0,0,"Sewa Tempat
Sewa tempat 20 ruang20 ruang x 1.250.000,00 = 25.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,15000000,15000000,0,0,
1.01 . 1.01.01 . 16.103 . 5.2.2.10.03 ,Belanja Sewa Proyektor ,10000000,10000000,0,0,"Sewa LCD Proyektor100 rh x 100.000,00 = 10.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.10.07 ,Belanja Sewa Sound System ,5000000,5000000,0,0,"Sewa Sound Sistem100 rh x 50.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,163500000,167000000,3500000,2.14,
1.01 . 1.01.01 . 16.103 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,7500000,9250000,1750000,23.33,"MMRSnack Minum Rapat300 or x 7.500,00 = 2.250.000,00
Makan Minum Rapat400 or x 17.500,00 = 7.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,0,1750000,1750000,0,"MMLMakan Minum Lembur100 oh x 17.500,00 = 1.750.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,156000000,156000000,0,0,"MMKSnack minum Kegiatan (4 angkatan)9,600 or x 7.500,00 = 72.000.000,00
Makan minum Kegiatan (4 angkatan)4,800 or x 17.500,00 = 84.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,348000000,319600000,-28400000,-8.16,
1.01 . 1.01.01 . 16.103 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,228000000,199600000,-28400000,-12.46,"Honor Nara Sumber
HR Nara Sumber898 jpl x 200.000,00 = 179.600.000,00
Honor ModeratorHR Moderator200 oh x 100.000,00 = 20.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,120000000,120000000,0,0,"Honor peserta4,000 orang x 30.000,00 = 120.000.000,00"
1.01 . 1.01.01 . 16.103 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,0,0,0,0,
1.01 . 1.01.01 . 16.103 . 5.2.2.35.01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,0,0,0,0,"Uang Saku Peserta0 oh x 30.000,00 = 0,00"
1.01 . 1.01.01 . 16.104 ,Sosialisasi dan Pengimbasan Kurikulum Baru SMP,239000000,239000000,0,0,Sumber Dana : 
1.01 . 1.01.01 . 16.104 . 5.2.1 ,Belanja Pegawai ,5800000,5800000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.1.01 ,Honorarium PNS ,4500000,4500000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4500000,4500000,0,0,"Hr Panitia Kegiatan
HR panitia1 bjj x 4.500.000,00 = 4.500.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.1.03 ,Uang Lembur ,1300000,1300000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.1.03.01 ,Uang Lembur PNS ,1300000,1300000,0,0,"Uang lemburGolongan III dan IV60 ol x 15.000,00 = 900.000,00
Golongan I dan 240 ol x 10.000,00 = 400.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2 ,Belanja Barang dan Jasa ,233200000,233200000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,45685000,45685000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,45685000,45685000,0,0,"ATK Kegiatan1 ls x 6.685.000,00 = 6.685.000,00
ATK Peserta520 or x 75.000,00 = 39.000.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.03 ,Belanja Jasa Kantor ,1000000,1000000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.03.13 ,Belanja Dokumentasi ,1000000,1000000,0,0,"Dokumentasi1 ls x 1.000.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,50000000,50000000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,50000000,50000000,0,0,"Penggandaan
Penggandaan materi sosialisasi375,000 lbr x 125,00 = 46.875.000,00
Penggandaan Surat surat25,000 lbr x 125,00 = 3.125.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,7040000,7040000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,1040000,1040000,0,0,"Sewa Meja kursi520 bh x 2.000,00 = 1.040.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.10.03 ,Belanja Sewa Proyektor ,6000000,6000000,0,0,"sewa proyektorsewa LCD proyektor40 hr x 150.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,55075000,55075000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2625000,2625000,0,0,"Makan Minum Rapat
MMR150 or x 17.500,00 = 2.625.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1750000,1750000,0,0,"Makan minum lembur
MML100 ol x 17.500,00 = 1.750.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,50700000,50700000,0,0,"Mkan Minum Kegiatan
MMK1,560 ok x 32.500,00 = 50.700.000,00"
1.01 . 1.01.01 . 16.104 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,74400000,74400000,0,0,
1.01 . 1.01.01 . 16.104 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,74400000,74400000,0,0,"Belanja Hr Narasumber/Moderator
HR Narasumber312 jpl x 200.000,00 = 62.400.000,00
Hr Moderator60 oh x 200.000,00 = 12.000.000,00"
1.01 . 1.01.01 . 16.106 ,Pendidikan Kesehatan Reproduksi Siswa SD dan SMP,120000000,120000000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.106 . 5.2.1 ,Belanja Pegawai ,3750000,3750000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.1.01 ,Honorarium PNS ,2500000,2500000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2500000,2500000,0,0,"HR panitia kegiatan1 bjj x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.1.03 ,Uang Lembur ,1250000,1250000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.1.03.01 ,Uang Lembur PNS ,1250000,1250000,0,0,"Uang lembur PNSGolongan III dan IV50 ol x 15.000,00 = 750.000,00
Golongan I dan II50 ol x 10.000,00 = 500.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2 ,Belanja Barang dan Jasa ,116250000,116250000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,28575000,28575000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,28575000,28575000,0,0,"ATK Sosialisasi692 bh x 35.000,00 = 24.220.000,00
ATK Kegiatan1 ls x 4.355.000,00 = 4.355.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,4750000,4750000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,750000,750000,0,0,"Sewa Meja kursi500 bh x 1.500,00 = 750.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2.10.03 ,Belanja Sewa Proyektor ,4000000,4000000,0,0,"Sewa LCD Proyektor8 hr x 500.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,42925000,42925000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1575000,1575000,0,0,"Makanan Minuman rapatMMR90 or x 17.500,00 = 1.575.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1750000,1750000,0,0,"MML100 ol x 17.500,00 = 1.750.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,39600000,39600000,0,0,"Belanja Makanan dan Minuman kegiatan
Makan Minum Kegiatan792 ok x 50.000,00 = 39.600.000,00"
1.01 . 1.01.01 . 16.106 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,40000000,40000000,0,0,
1.01 . 1.01.01 . 16.106 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,40000000,40000000,0,0,"HR Nara sumber/Moderator
HR Narasumber sosialisasi144 jpl x 250.000,00 = 36.000.000,00
HR Moderator16 hr x 250.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16.107 ,Pembangunan Gedung Pertemuan Sekolah ,2194714120,2194714120,0,0,Sumber Dana : 
1.01 . 1.01.01 . 16.107 . 5.2.1 ,Belanja Pegawai ,600000,600000,0,0,
1.01 . 1.01.01 . 16.107 . 5.2.1.01 ,Honorarium PNS ,600000,600000,0,0,
1.01 . 1.01.01 . 16.107 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,600000,600000,0,0,"HR PPK4 ob x 150.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.107 . 5.2.2 ,Belanja Barang dan Jasa ,2625000,2625000,0,0,
1.01 . 1.01.01 . 16.107 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2625000,2625000,0,0,
1.01 . 1.01.01 . 16.107 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2625000,2625000,0,0,"Makan Minum Rapat
MMR150 or x 17.500,00 = 2.625.000,00"
1.01 . 1.01.01 . 16.107 . 5.2.3 ,Belanja Modal ,2191489120,2191489120,0,0,
1.01 . 1.01.01 . 16.107 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,2191489120,2191489120,0,0,
1.01 . 1.01.01 . 16.107 . 5.2.3.26.16 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan,2191489120,2191489120,0,0,"Pembangunan Gedung Pertemuan Sekolah
Pembangunan Gedung Pertemuan Sekolah1 Unit x 2.100.000.000,00 = 2.100.000.000,00
Belanja Konsultansi Perencanaan1 ls x 40.000.000,00 = 40.000.000,00
Belanja Konsultansi Pengawasan1 ls x 29.000.000,00 = 29.000.000,00
Hr Tim Pelelangan1 bjj x 4.975.000,00 = 4.975.000,00
HR Tim PPHP1 bjj x 2.500.000,00 = 2.500.000,00
HR Pejabat Pengadaan Konsultan Perencana1 or x 300.000,00 = 300.000,00
HR Pejabat Pengadaan Konsutan Pengawas1 or x 300.000,00 = 300.000,00
HR TSP1 bjj x 1.500.000,00 = 1.500.000,00
HR PengawasLapangan1 bjj x 4.000.000,00 = 4.000.000,00
Belanja ATK1 ls x 5.164.120,00 = 5.164.120,00
Belanja Penggandaan30,000 lbr x 125,00 = 3.750.000,00"
1.01 . 1.01.01 . 16.108 ,Pembangunan Pepustakaan Sekolah SMP ,1353000000,1353000000,0,0,Sumber Dana : 
1.01 . 1.01.01 . 16.108 . 5.2.1 ,Belanja Pegawai ,20850000,20850000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.1.01 ,Honorarium PNS ,20850000,20850000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,13100000,13100000,0,0,"HR PNSHR PPK4 bl x 150.000,00 = 600.000,00
HR Tim Teknis Bangunan1 bjj x 5.000.000,00 = 5.000.000,00
HR Pengawas lapangan1 bjj x 7.500.000,00 = 7.500.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,7750000,7750000,0,0,"HR Panitia lelang1 bjj x 4.750.000,00 = 4.750.000,00
HR Tim Penerima barang/PHO1 bjj x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.2 ,Belanja Barang dan Jasa ,68650000,68650000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2500000,2500000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2500000,2500000,0,0,"ATK1 ls x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,3750000,3750000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,3750000,3750000,0,0,"PenggandaanFoto copy30,000 lbr x 125,00 = 3.750.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2400000,2400000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2400000,2400000,0,0,"Perjalanan DinasGolongan IV30 op x 45.000,00 = 1.350.000,00
Golongan III30 op x 35.000,00 = 1.050.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.2.21 ,Belanja Jasa Konsultansi ,60000000,60000000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,35000000,35000000,0,0,"Perencanaan1 ls x 35.000.000,00 = 35.000.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.2.21.03 ,Belanja Jasa Konsultansi Pengawasan ,25000000,25000000,0,0,"Pengawasan1 ls x 25.000.000,00 = 25.000.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.3 ,Belanja Modal ,1263500000,1263500000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,94500000,94500000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.3.13.12 ,Belanja modal pengadaan meubelair ruang perpustakaan,94500000,94500000,0,0,"Belanja Meubelair Perpustakaan7 set x 13.500.000,00 = 94.500.000,00"
1.01 . 1.01.01 . 16.108 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,1169000000,1169000000,0,0,
1.01 . 1.01.01 . 16.108 . 5.2.3.26.01 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor,1169000000,1169000000,0,0,"Pembangunan Gedung Perpustakaan
Pembangunan  Gedung Perpustakaan7 unit x 167.000.000,00 = 1.169.000.000,00"
1.01 . 1.01.01 . 16.109 ,Penyelenggaraan Sekolah Adiwiyata SD ,295000000,295000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.109 . 5.2.1 ,Belanja Pegawai ,10800000,10800000,0,0,
1.01 . 1.01.01 . 16.109 . 5.2.1.01 ,Honorarium PNS ,10800000,10800000,0,0,
