Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,2780000," APBD
Dalam rangka koordinasi/konsultasi ke DIY
Golongan IV4 op x 70.000,00 = 280.000,00
Golongan III10 op x 60.000,00 = 600.000,00
Golongan II2 op x 50.000,00 = 100.000,00
Dalam rangka pembinaan TPI
Golongan IV10 op x 50.000,00 = 500.000,00
Golongan III25 op x 40.000,00 = 1.000.000,00
Golongan II10 op x 30.000,00 = 300.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 3 , Belanja Modal ,7800000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 3 . 25 , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pengolahan ,7800000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 3 . 25 . 08 , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pengolahan Produksi Perikanan ,7800000," APBD
Belanja modal pengadaan kelengkapan TPI
Pengadaan kelengkapan TPI1 paket x 7.800.000^00 = 7.800.000^00", 
2.05 . 2.05.01 . 21 . 19 , Peningkatan Kapasitas Kelembagaan Nelayan ,94550000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Jumlah peserta pelatihan
Target: 30 orang",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 1 , Belanja Pegawai ,10100000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 1 . 01 , Honorarium PNS ,10100000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,10100000," APBD
Honorarium pelaksana kegiatan
Ketua10 ob x 160.000,00 = 1.600.000,00
Sekretaris10 ob x 150.000,00 = 1.500.000,00
Anggota50 ob x 140.000,00 = 7.000.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 , Belanja Barang dan Jasa ,84450000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1800000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1800000," APBD
Belanja ATK
ATK dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 paket x 1.800.000,00 = 1.800.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,2000000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,2000000," APBD
Belanja Atribut KegiatanAtribut1 LS x 2.000.000,00 = 2.000.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,2220000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,1500000," APBD
Belanja cetakCetak buku KUB1 paket x 1.500.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,720000," APBD
Belanja penggandaanFotokopi1 LS x 600.000,00 = 600.000,00
Laporan kegiatan4 eks x 30.000,00 = 120.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,10850000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,5250000," APBD
Belanja makan minum rapat
Makan minum rapat300 om x 17.500,00 = 5.250.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,5600000," APBD
Belanja Makan minum pelaksanaan kegiatan
Makan minum kegiatan200 om x 28.000,00 = 5.600.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,30080000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,3030000," APBD
Dalam rangka evaluasi
Golongan IV16 op x 50.000,00 = 800.000,00
Golongan III20 op x 40.000,00 = 800.000,00
Golongan II4 op x 30.000,00 = 120.000,00
Dalam rangka pembinaan kelembagaan nelayan
Golongan IV13 op x 50.000,00 = 650.000,00
Golongan III15 op x 40.000,00 = 600.000,00
Golongan II2 op x 30.000,00 = 60.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,27050000," APBD
Dalam rangka koordinasi/konsultasi/studi banding
Biaya perjalanan dinas (Golongan IV)2 op x 4.600.000,00 = 9.200.000,00
Biaya perjalanan dinas (Golongan III)1 op x 4.350.000,00 = 4.350.000,00
Biaya tiket3 op x 4.500.000,00 = 13.500.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 23 , Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,1500000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 23 . 01 , Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,1500000," APBD
Belanja trophi dan piagam penghargaanTrophi dan piagam penghargaan1 paket x 1.500.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1500000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 35 . 02 , Jasa Yuri Perlombaan/Pelatih ,1500000," APBD
Honorarium Tim Evaluasi Kelembagaan Nelayan
Honor Tim Evaluasi15 os x 100.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 37 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,34500000,,
2.05 . 2.05.01 . 21 . 19 . 5 . 2 . 2 . 37 . 01 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,34500000," APBD
Uang Pembinaan Kategori Nelayan Teladan
Juara I1 LS x 6.500.000,00 = 6.500.000,00
Juara II1 LS x 5.500.000,00 = 5.500.000,00
Juara III1 LS x 4.500.000,00 = 4.500.000,00
Uang Pembinaan Kategori KUB Teladan
Juara I1 LS x 7.000.000,00 = 7.000.000,00
Juara II1 LS x 6.000.000,00 = 6.000.000,00
Juara III1 LS x 5.000.000,00 = 5.000.000,00",
1.06 . 2.05.01 . 21 , Program perencanaan pembangunan daerah ,33500000,,
1.06 . 2.05.01 . 21 . 32 , Penyusunan Rencana Strategis (Renstra) SKPD ,28500000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Dokumen RENSTRA DKP Tahun 2016-2020
Target: 1 dokumen",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 1 , Belanja Pegawai ,4300000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 1 . 01 , Honorarium PNS ,4300000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,4300000," APBD
Honor tim pelaksana kegiatan
anggota18 ok x 140.000,00 = 2.520.000,00
pengarah3 ok x 180.000,00 = 540.000,00
ketua3 ok x 160.000,00 = 480.000,00
sekretaris3 ok x 150.000,00 = 450.000,00
honor panitia penyelenggara seminar RENSTRA
ketua1 ok x 90.000,00 = 90.000,00
sekretaris1 ok x 80.000,00 = 80.000,00
anggota2 ok x 70.000,00 = 140.000,00",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 , Belanja Barang dan Jasa ,24200000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1785000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1785000," APBD
Belanja ATK
ATK kegiatan (kertas, pulpen, dll) dan bahan sarana komputer (computer supply)1 paket x 905.000,00 = 905.000,00
ATK panitia dan peserta seminar44 paket x 20.000,00 = 880.000,00",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,5100000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,3000000," APBD
belanja cetakcetak renstra1 paket x 3.000.000,00 = 3.000.000,00",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,2100000," APBD
penggandaan14,000 lbr x 150,00 = 2.100.000,00",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,5815000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,5815000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
konsumsi kegiatan FGD90 om x 28.500,00 = 2.565.000,00
konsumsi kegiatan seminar/workshop50 om x 65.000,00 = 3.250.000,00",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",11500000,,
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,10300000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber FGD30 jpl x 250.000,00 = 7.500.000,00
narasumber seminar8 jpl x 250.000,00 = 2.000.000,00
moderator8 jpl x 100.000,00 = 800.000,00",
1.06 . 2.05.01 . 21 . 32 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1200000," APBD
honor peserta seminarhonor peserta40 oh x 30.000,00 = 1.200.000,00",
1.06 . 2.05.01 . 21 . 33 , Penyusunan Rencana Kerja (Renja) SKPD ,5000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Dokumen RENJA DKP 2016
Target: 1 dokumen",
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 1 , Belanja Pegawai ,870000,,
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 1 . 01 , Honorarium PNS ,870000,,
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,870000," APBD
Honor tim pelaksana kegiatan
ketua1 ob x 160.000,00 = 160.000,00
sekretaris1 ob x 150.000,00 = 150.000,00
anggota4 ob x 140.000,00 = 560.000,00",
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 2 , Belanja Barang dan Jasa ,4130000,,
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,2420000,,
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,2420000," APBD
penggandaan10,000 lbr x 150,00 = 1.500.000,00
penjilidan1 paket x 920.000,00 = 920.000,00",
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,1710000,,
1.06 . 2.05.01 . 21 . 33 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1710000," APBD
Belanja makan minum rapatkonsumsi rapat60 om x 28.500,00 = 1.710.000,00",
2.05 . 2.05.01 . 22 , Program pengembangan sistem penyuluhan perikanan ,118800000,,
2.05 . 2.05.01 . 22 . 02 , Penyuluhan Peningkatan Konsumsi Hasil Perikanan ,118800000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksana sosialisasi gemar makan ikan
Target: 2.310 orang",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 1 , Belanja Pegawai ,7300000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 1 . 01 , Honorarium PNS ,7300000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,7300000," APBD
Honor Tim Pelaksana Teknis Kegiatan
ketua10 ob x 160.000,00 = 1.600.000,00
sekretaris10 ob x 150.000,00 = 1.500.000,00
anggota30 ob x 140.000,00 = 4.200.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 , Belanja Barang dan Jasa ,111500000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,2100000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,2100000," APBD
Belanja ATK dan bahan komputer
ATK (kertas, pulpen, map, dll)1 paket x 1.200.000,00 = 1.200.000,00
bahan komputer1 paket x 900.000,00 = 900.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,9700000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 02 . 08 , Belanja Bahan Makanan ,8500000," APBD
Belanja bahan makanan
Belanja untuk lomba masak17 paket x 500.000,00 = 8.500.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,1200000," APBD
belanja hadiah dan penghargaan
belanja tropi1 set x 1.000.000,00 = 1.000.000,00
piagam penghargaan1 paket x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,1600000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,1600000," APBD
publikasispanduk1 paket x 600.000,00 = 600.000,00
leaflet1 paket x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,4350000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,3850000," APBD
belanja cetak
Belanja cetak Buku Hasil Lomba Masak Ikan1 paket x 3.850.000,00 = 3.850.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,500000," APBD
penggandaan2,000 lbr x 150,00 = 300.000,00pelaporan1 paket x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 10 , Belanja Sewa Perlengkapan dan Peralatan Kantor ,2600000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 10 . 01 , Belanja Sewa Meja Kursi ,500000," APBD
Belanja sewa meja kursi1 paket x 500.000,00 = 500.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 10 . 05 , Belanja Sewa Tenda ,600000," APBD
sewa tenda1 paket x 600.000,00 = 600.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 10 . 07 , Belanja Sewa Sound System ,500000," APBD
sewa sound system1 paket x 500.000,00 = 500.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 10 . 12 , Belanja sewa peralatan dan perlengkapan kesenian/lomba ,1000000," APBD
belanja sewa peralatan kesenian
sewa orgen tunggal1 paket x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,69000000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1250000," APBD
Belanja makan minum rapat
makan minum rapat50 om x 25.000,00 = 1.250.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,67750000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan200 om x 25.000,00 = 5.000.000,00
Makan dan minum sosialisasi gemar makan ikan2,310 om x 25.000,00 = 57.750.000,00
Makan dan minum kegiatan FORIKAN200 om x 25.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,3700000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,3700000," APBD
Belanja perjalanan dinas dalam daerahGolongan IV/III/II1 ls x 3.700.000,00 = 3.700.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",11850000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,11550000," APBD
Narasumber Sosialisasi Gemarikan77 jpl x 150.000,00 = 11.550.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 35 . 02 , Jasa Yuri Perlombaan/Pelatih ,300000," APBD
Honorarium juri3 oh x 100.000,00 = 300.000,00",
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 37 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,6600000,,
2.05 . 2.05.01 . 22 . 02 . 5 . 2 . 2 . 37 . 01 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,6600000," APBD
Uang pembinaanJuara Harapan I1 ls x 750.000,00 = 750.000,00
Juara Harapan II1 ls x 500.000,00 = 500.000,00
Juara Harapan III1 ls x 350.000,00 = 350.000,00
juara I1 ls x 2.500.000,00 = 2.500.000,00
Juara II1 ls x 1.500.000,00 = 1.500.000,00
Juara III1 ls x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 23 , Program Optimalisasi pengelolaan dan pemasaran produksi perikanan ,971824000,,
2.05 . 2.05.01 . 23 . 05 , Promosi Atas Hasil Produksi Kelautan dan Perikanan Unggulan Daerah ,110000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terlaksananya pameran produk perikanan/expo fish
Target: 7 hari",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 1 , Belanja Pegawai ,10220000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 1 . 01 , Honorarium PNS ,10220000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,10220000," APBD
Honorarium Tim Pelaksana Kegiatan
Ketua10 ok x 160.000,00 = 1.600.000,00
Sekretaris10 ok x 150.000,00 = 1.500.000,00
Anggota20 ok x 140.000,00 = 2.800.000,00
Honorarium Penyelenggara Kegiatan
Honor peserta pameran30 oh x 30.000,00 = 900.000,00
Honor petugas bongkar pasang stand2 paket x 300.000,00 = 600.000,00
Honor penjaga stand promosi Bantul Expo54 oh x 30.000,00 = 1.620.000,00
Honor penjaga pameran Expo Fish30 oh x 30.000,00 = 900.000,00
Honor peserta karnaval10 oh x 30.000,00 = 300.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 , Belanja Barang dan Jasa ,99780000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1130000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1130000," APBD
Belanja ATK
ATK kegiatan (kertas, refill tinta, flashdisk, pulpen, dll1 paket x 1.130.000,00 = 1.130.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,54000000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 02 . 08 , Belanja Bahan Makanan ,22000000," APBD
Belanja bahan makanan
Bahan makanan untuk Pameran Produk Perikanan1 paket x 22.000.000,00 = 22.000.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,32000000," APBD
Belanja alat-alat/perlengkapanAlat Perlengkapan untuk Kegiatan Pameran Produk Perikanan1 paket x 22.000.000,00 = 22.000.000,00
Alat Perlengkapan untuk Kegiatan Karnaval1 paket x 2.500.000,00 = 2.500.000,00
Alat Perlengkapan utuk Expo Fish3 paket x 2.500.000,00 = 7.500.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,2400000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 03 . 03 , Belanja Listrik ,600000," APBD
belanja listrik
Belanja listrik1 paket x 600.000,00 = 600.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,1800000," APBD
Belanja PublikasiSpanduk6 paket x 300.000,00 = 1.800.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,6700000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,6000000," APBD
Belanja cetakCetak Leaflet1 paket x 6.000.000,00 = 6.000.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,700000," APBD
penggandaan dan pelaporanpenggandaan3,000 lbr x 150,00 = 450.000,00
laporan kegiatan1 paket x 250.000,00 = 250.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1800000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,1800000," APBD
Belanja sewa gedung/kantor/tempat1 paket x 1.800.000,00 = 1.800.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 10 , Belanja Sewa Perlengkapan dan Peralatan Kantor ,4500000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 10 . 11 , Belanja sewa peralatan display ,4500000," APBD
Belanja sewa peralatan display1 paket x 4.500.000,00 = 4.500.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,12750000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,5000000," APBD
Belanja makan dan minuman rapat
Makan minum rapat persiapan kegiatan Pameran200 om x 25.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,7750000," APBD
Belanja makanan dan minuman pelaksanaan kegiatan
Makan minum kegiatan BE85 om x 25.000,00 = 2.125.000,00
Makan minum kegiatan Karnaval dan pameran75 om x 25.000,00 = 1.875.000,00
Makan minum kegiatan Expo Fish150 om x 25.000,00 = 3.750.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,7500000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,7500000," APBD
Dalam rangka promosi/ koordinasi/ konsultasi
Golongan IV65 op x 50.000,00 = 3.250.000,00
Golongan III80 op x 40.000,00 = 3.200.000,00
Golongan II35 op x 30.000,00 = 1.050.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 17 ," Belanja kursus, pelatihan, sosialisasi dan bimbingan teknis PNS ",6000000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 17 . 02 , Belanja Sosialisasi ,6000000," APBD
Belanja sosialisasiSosialisasi melalui media massa12 kali x 500.000,00 = 6.000.000,00",
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 21 , Belanja Jasa Konsultansi ,3000000,,
2.05 . 2.05.01 . 23 . 05 . 5 . 2 . 2 . 21 . 02 , Belanja Jasa Konsultansi Perencanaan ,3000000," APBD
Belanja Jasa Konsultansi perencanaanJasa desain interior stan pameran1 paket x 3.000.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 23 . 06 , Peningkatan Kapasitas Kelembagaan Poklahsar ,29870000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya pendampingan kepada poklahsar
Target: 10 bulan",
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 1 , Belanja Pegawai ,7300000,,
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 1 . 01 , Honorarium PNS ,7300000,,
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,7300000," APBD
Honor Tim Pelaksana Teknis Kegiatan
ketua10 ob x 160.000,00 = 1.600.000,00
sekretaris10 ob x 150.000,00 = 1.500.000,00
anggota30 ob x 140.000,00 = 4.200.000,00",
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 , Belanja Barang dan Jasa ,22570000,,
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1000000,,
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1000000," APBD
Belanja ATK
ATK (kertas, refill tinta, flashdisk, pulpen, dll1 paket x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,4070000,,
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,3500000," APBD
belanja cetak
belanja cetak leaflet1 ls x 3.500.000,00 = 3.500.000,00",
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,570000," APBD
penggandaan3,000 lbr x 150,00 = 450.000,00
pelaporan1 paket x 120.000,00 = 120.000,00",
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,17500000,,
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,2500000," APBD
Belanja makan minum rapat
makan minum rapat100 om x 25.000,00 = 2.500.000,00",
2.05 . 2.05.01 . 23 . 06 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,15000000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan pertemuan poklahsar600 om x 25.000,00 = 15.000.000,00",
2.05 . 2.05.01 . 23 . 07 , Pelatihan Pengolahan Hasil Perikanan ,722084000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya pelatihan pengolahan hasil perikanan
Target: 540 peserta",
2.05 . 2.05.01 . 23 . 07 . 5 . 2 . 1 , Belanja Pegawai ,10400000,,
2.05 . 2.05.01 . 23 . 07 . 5 . 2 . 1 . 01 , Honorarium PNS ,10400000,,
2.05 . 2.05.01 . 23 . 07 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,8100000," APBD
Honorarium panitia pelatihan pengolahan hasil perikanan
ketua18 ok x 90.000,00 = 1.620.000,00
sekretaris18 ok x 80.000,00 = 1.440.000,00
anggota72 ok x 70.000,00 = 5.040.000,00",
